condition,self_competition,n_tf,combo_id,seed,pearson_r,r_squared,rmse_delta_log2,total_sse_score,rates_file
self_off,False,5,combo101_CREB1-CREB3-CREB5-CREM-ATF7,0,0.8675713623215651,0.7526800687204963,0.21443412400994136,47976.0,outputs/figure3/runs/self_off_n05_combo101_CREB1-CREB3-CREB5-CREM-ATF7_seed00_rates.txt
self_off,False,5,combo102_CREB1-CREB3-CREB5-ATF1-ATF4,0,0.7297788918841449,0.5325772310396505,0.3222470947746597,82832.0,outputs/figure3/runs/self_off_n05_combo102_CREB1-CREB3-CREB5-ATF1-ATF4_seed00_rates.txt
self_off,False,5,combo103_CREB1-CREB3-CREB5-ATF1-ATF7,0,0.8325695746649705,0.6931720966578099,0.24008413877380994,56029.0,outputs/figure3/runs/self_off_n05_combo103_CREB1-CREB3-CREB5-ATF1-ATF7_seed00_rates.txt
self_off,False,5,combo104_CREB1-CREB3-CREB5-ATF4-ATF7,0,0.849027236114685,0.7208472476645411,0.22738158930816196,52879.0,outputs/figure3/runs/self_off_n05_combo104_CREB1-CREB3-CREB5-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo105_CREB1-CREB3-CREM-ATF1-ATF4,0,0.7664790369804686,0.5874901141305066,0.2998670698821717,79291.0,outputs/figure3/runs/self_off_n05_combo105_CREB1-CREB3-CREM-ATF1-ATF4_seed00_rates.txt
self_off,False,5,combo106_CREB1-CREB3-CREM-ATF1-ATF7,0,0.8518154646595121,0.7255895858331005,0.2309106392769547,52171.0,outputs/figure3/runs/self_off_n05_combo106_CREB1-CREB3-CREM-ATF1-ATF7_seed00_rates.txt
self_off,False,5,combo107_CREB1-CREB3-CREM-ATF4-ATF7,0,0.8579474881209754,0.7360738923730913,0.2247294085359101,50281.0,outputs/figure3/runs/self_off_n05_combo107_CREB1-CREB3-CREM-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo108_CREB1-CREB3-ATF1-ATF4-ATF7,0,0.7929837342975079,0.6288232028604206,0.2733553114817249,63648.0,outputs/figure3/runs/self_off_n05_combo108_CREB1-CREB3-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo109_CREB1-CREB5-CREM-ATF1-ATF4,0,0.8407846029054429,0.7069187484828633,0.24949346079576606,54615.0,outputs/figure3/runs/self_off_n05_combo109_CREB1-CREB5-CREM-ATF1-ATF4_seed00_rates.txt
self_off,False,5,combo110_CREB1-CREB5-CREM-ATF1-ATF7,0,0.6537873905950179,0.42743795210104246,0.3409869693333229,84376.0,outputs/figure3/runs/self_off_n05_combo110_CREB1-CREB5-CREM-ATF1-ATF7_seed00_rates.txt
self_off,False,5,combo111_CREB1-CREB5-CREM-ATF4-ATF7,0,0.8493700961013326,0.721429560151187,0.23325386441354504,53490.0,outputs/figure3/runs/self_off_n05_combo111_CREB1-CREB5-CREM-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo112_CREB1-CREB5-ATF1-ATF4-ATF7,0,0.8471384132241311,0.7176434911598987,0.2349623910018988,53356.0,outputs/figure3/runs/self_off_n05_combo112_CREB1-CREB5-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo113_CREB1-CREM-ATF1-ATF4-ATF7,0,0.8472813278445608,0.7178856485140421,0.2365680246400088,53232.0,outputs/figure3/runs/self_off_n05_combo113_CREB1-CREM-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo114_CREB3-CREB5-CREM-ATF1-ATF4,0,0.7053262404256231,0.4974851054329439,0.33838316018314896,81680.0,outputs/figure3/runs/self_off_n05_combo114_CREB3-CREB5-CREM-ATF1-ATF4_seed00_rates.txt
self_off,False,5,combo115_CREB3-CREB5-CREM-ATF1-ATF7,0,0.7254280042453456,0.5262457893433852,0.35453842159069565,85757.0,outputs/figure3/runs/self_off_n05_combo115_CREB3-CREB5-CREM-ATF1-ATF7_seed00_rates.txt
self_off,False,5,combo116_CREB3-CREB5-CREM-ATF4-ATF7,0,0.5702787940218921,0.3252179029110636,1.5816962999416837,141330.0,outputs/figure3/runs/self_off_n05_combo116_CREB3-CREB5-CREM-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo117_CREB3-CREB5-ATF1-ATF4-ATF7,0,0.7496353019752822,0.5619530859675724,0.29338516830955447,74136.0,outputs/figure3/runs/self_off_n05_combo117_CREB3-CREB5-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo118_CREB3-CREM-ATF1-ATF4-ATF7,0,0.7769454498704014,0.6036442320743204,0.27403081246945143,68390.0,outputs/figure3/runs/self_off_n05_combo118_CREB3-CREM-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,5,combo119_CREB5-CREM-ATF1-ATF4-ATF7,0,0.7774107850742119,0.6043675287497025,0.27958197521078615,68533.0,outputs/figure3/runs/self_off_n05_combo119_CREB5-CREM-ATF1-ATF4-ATF7_seed00_rates.txt
self_off,False,6,combo120_CREB1-CREB3-CREB5-CREM-ATF1-ATF4,0,0.8608428776926345,0.741050460074136,0.22802580596132585,49569.0,outputs/figure3/runs/self_off_n06_combo120_CREB1-CREB3-CREB5-CREM-ATF1-ATF4_seed00_rates.txt
self_off,False,6,combo121_CREB1-CREB3-CREB5-CREM-ATF1-ATF7,0,0.8464633285526044,0.7165001665843543,0.23426692684750314,52872.0,outputs/figure3/runs/self_off_n06_combo121_CREB1-CREB3-CREB5-CREM-ATF1-ATF7_seed00_rates.txt
self_off,False,6,combo122_CREB1-CREB3-CREB5-CREM-ATF4-ATF7,0,0.8679762914310246,0.753382842486355,0.2130138999078524,47678.0,outputs/figure3/runs/self_off_n06_combo122_CREB1-CREB3-CREB5-CREM-ATF4-ATF7_seed00_rates.txt
self_off,False,6,combo123_CREB1-CREB3-CREB5-ATF1-ATF4-ATF7,0,0.8502885827780247,0.7229906740026617,0.22951767609768653,52076.0,outputs/figure3/runs/self_off_n06_combo123_CREB1-CREB3-CREB5-ATF1-ATF4-ATF7_seed00_rates.txt
